#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x


glitterhoof_immortal_desc;Blessed with immortality, the Legendary Horse Councilor Incitatus is the true power behind the [From.Owner.PrimaryTitle.GetFullName].[GetMountPrefixDesc];;;;;;;;;;;;;x
red_hare;Red Hare;;;;;;;;;;;;;x
red_hare_desc;A legendary horse from China. This horse can gallop for days without rest, it is undoubtedly the fastest horse alive.[GetMountPrefixDesc];;;;;;;;;;;;;x
bucephalus;Bucephalus;;;;;;;;;;;;;x
bucephalus_desc;Believed to be the reincarnation of Alexander the Great's own warhorse. His subjugation was not easy, for he is truly an unstoppable force on the battlefield.[GetMountPrefixDesc];;;;;;;;;;;;;x
al_buraq;Al-Buraq;;;;;;;;;;;;;x
al_buraq_desc;This majestic beast is said to have descended from the heavens. Both it's speed and beauty are truly divine.[GetMountPrefixDesc];;;;;;;;;;;;;x



###Camels

arabian_camel;[GetMountPrefix]Arabian Camel;;;;;;;;;;;;;x
arabian_camel_desc;The one humped Dromedary is an ideal companion for the scorching deserts of the Arabian Peninsula.[GetMountPrefixDesc];;;;;;;;;;;;;x
bactrian_camel;[GetMountPrefix]Bactrian Camel;;;;;;;;;;;;;x
bactrian_camel_desc;The two humped Bactrian Camel is mostly used as a pack animal on the Silk Road due to it's tolerance for cold, drought, and high altitudes[GetMountPrefixDesc];;;;;;;;;;;;;x


###Elephants

indian_elephant;[GetMountPrefix]Indian Elephant;;;;;;;;;;;;;x
indian_elephant_desc;A relatively small elephant yet still a terror on the battlefield.[GetMountPrefixDesc];;;;;;;;;;;;;x
african_elephant;[GetMountPrefix]African Elephant;;;;;;;;;;;;;x
african_elephant_desc;The large African Elephant is extremely slow, but can inflict devastating casualties on it's enemies.[GetMountPrefixDesc];;;;;;;;;;;;;x


###Misc

tibetan_yak;[GetMountPrefix]Tibetan Yak;;;;;;;;;;;;;x
tibetan_yak_desc;This yak is mostly used as a pack animal in the mountainous region of Tibet.[GetMountPrefixDesc];;;;;;;;;;;;;x
scandinavian_wolf;[GetMountPrefix]Scandinavian Wolf;;;;;;;;;;;;;x
scandinavian_wolf_desc;A ferocious wolf found in the forests of Scandinavia, it takes a brave soul indeed to try subjugating one.[GetMountPrefixDesc];;;;;;;;;;;;;x
indian_tiger;[GetMountPrefix]Indian Tiger;;;;;;;;;;;;;x
indian_tiger_desc;A cunning predator found in the thick jungles of India, a deadly hunter of both man and beast.[GetMountPrefixDesc];;;;;;;;;;;;;x
russian_bear;[GetMountPrefix]Russian Bear;;;;;;;;;;;;;x
russian_bear_desc;This hardy bear has thick fur to ward off the harsh winters of the north.[GetMountPrefixDesc];;;;;;;;;;;;;x
samian_reindeer;[GetMountPrefix]Samian Reindeer;;;;;;;;;;;;;x
samian_reindeer_desc;A skittish animal trained by the Samians. It is more suited for skirmishing than close combat.[GetMountPrefixDesc];;;;;;;;;;;;;x



###Armor

horse_armor_active;Has a horse equipped;;;;;;;;;;;;;x
horse_armor_1;Horse Armor;;;;;;;;;;;;;x
horse_armor_1_desc;A well crafted mail coat to protect horses from the dangers of war.;;;;;;;;;;;;;x
horse_armor_2;Durable Horse Armor;;;;;;;;;;;;;x
horse_armor_2_desc;A strong suit of metal armor created for horses.;;;;;;;;;;;;;x
horse_armor_3;Magnificent Horse Armor;;;;;;;;;;;;;x
horse_armor_3_desc;A masterfully crafted piece of horse armor made from strong metals, the ultimate in horse protection.;;;;;;;;;;;;;x

exotic_armor_active;Has a non-horse mount equipped;;;;;;;;;;;;;x
exotic_armor_1;Exotic Mount Armor;;;;;;;;;;;;;x
exotic_armor_1_desc;A small amount of metal plates designed to protect exotic beasts from harm.;;;;;;;;;;;;;x
exotic_armor_2;Durable Exotic Mount Armor;;;;;;;;;;;;;x
exotic_armor_2_desc;A decent amount of strong metal plates designed to protect exotic beasts from harm.;;;;;;;;;;;;;x
exotic_armor_3;Magnificent Exotic Mount Armor;;;;;;;;;;;;;x
exotic_armor_3_desc;A large amount of exquisite metal plates designed to protect exotic beasts from harm.;;;;;;;;;;;;;x

greek_cataphract_armor;Greek Cataphract Armor;;;;;;;;;;;;;x
greek_cataphract_armor_desc;Heavy horse armor made from overlapping, rounded plates of iron. This armor is strong enough to resist the immense impact of a thunderous charge into infantry formations.;;;;;;;;;;;;;x
frankish_horse_armor;Frankish Horse Armor;;;;;;;;;;;;;x
frankish_horse_armor_desc;A sturdy set of horse armor primarily used by the Frankish Knights. This armor is both effective and ceremonial.;;;;;;;;;;;;;x


###Addons

mount_addon_has_mount;Has a mount equipped;;;;;;;;;;;;;x
mount_addon_has_horse;Has a horse equipped;;;;;;;;;;;;;x

mount_saddle;Magnificent Saddle;;;;;;;;;;;;;x
mount_saddle_desc;A sturdy and very comfortable saddle made for long and difficult journeys.;;;;;;;;;;;;;x
mount_horseshoes;Sturdy Horseshoes;;;;;;;;;;;;;x
mount_horseshoes_desc;A pair of well made horseshoes, with these a horse may gallop without fear of hoof degradation.;;;;;;;;;;;;;x
mount_lance;Couchable Lance;;;;;;;;;;;;;x
mount_lance_desc;This lance has a unique grip, allowing the user to have more control while fully couched.;;;;;;;;;;;;;x
mount_bow;Mounted Bow;;;;;;;;;;;;;x
mount_bow_desc;A special bow made exclusively for horse archery.;;;;;;;;;;;;;x
mount_shield;Mounted Shield;;;;;;;;;;;;;x
mount_shield_desc;A lightweight shield used primarily by mounted troops.;;;;;;;;;;;;;x
mount_banner;Heraldic Banner;;;;;;;;;;;;;x
mount_banner_desc;An inspiring banner displaying your family's heraldry.;;;;;;;;;;;;;x
mount_caparison;Caparison;;;;;;;;;;;;;x
mount_caparison_desc;A cloth covering laid over a mount for protection and decoration.;;;;;;;;;;;;;x




#####################Game Rules#####################
RULE_GROUP_CSM;CSM;;;;;;;;;;;;;x

RULE_EXTRA_MOUNTS;§BCSM:§! Extra Mounts;;;;;;;;;;;;;x
RULE_EXTRA_MOUNTS_ALL_DESC;All mounts are available, this includes tigers, wolfs, and other similar creatures.;;;;;;;;;;;;;x
RULE_OPTION_REALISTIC;Realistic;;;;;;;;;;;;;x
RULE_EXTRA_MOUNTS_REALISTIC_DESC;Only realistic extra mounts are added, this currently only includes Yaks.;;;;;;;;;;;;;x
RULE_EXTRA_MOUNTS_NONE_DESC;No extra mounts are available. Only Horses, Camels, and Elephants will exist.;;;;;;;;;;;;;x

RULE_MOUNTED_COMBAT_FREQUENCY;§BCSM:§! Mounted Combat Frequency;;;;;;;;;;;;;x
RULE_MOUNTED_COMBAT_FREQUENCY_DEFAULT_DESC;Mounted combat will occur at the default rate.;;;;;;;;;;;;;x
RULE_OPTION_HIGH;High;;;;;;;;;;;;;x
RULE_MOUNTED_COMBAT_FREQUENCY_HIGH_DESC;Mounted combat will occur at an §Zincreased§! rate.;;;;;;;;;;;;;x
RULE_OPTION_LOW;Low;;;;;;;;;;;;;x
RULE_MOUNTED_COMBAT_FREQUENCY_LOW_DESC;Mounted combat will occur at a §Rreduced§! rate.;;;;;;;;;;;;;x
RULE_MOUNTED_COMBAT_FREQUENCY_OFF_DESC;Mounted combat is §Rdisabled§!.;;;;;;;;;;;;;x


#####################Variables#####################
available_mounts;Available mounts and equipment;;;;;;;;;;;;;x
mount_upkeep;Mount Upkeep;;;;;;;;;;;;;x

#####################Event Modifiers#####################

mount_upkeep_modifier;Mount Upkeep;;;;;;;;;;;;;x
mount_upkeep_modifier_desc;Yearly Mount Upkeep: §R[Root.mount_upkeep.GetValue]§!\nEach mount has a yearly upkeep cost of ¤4 per quality. Elephants have an additional yearly cost of ¤6. Unique Mounts have no upkeep.;;;;;;;;;;;;;x


fair_mounts_1;Fair Mounts;;;;;;;;;;;;;x
fair_mounts_1_desc;This modifier scales with the amount of §ZFair§! mounts in the character's possession, up to a maximum of five.;;;;;;;;;;;;;x
fair_mounts_2;Fair Mounts;;;;;;;;;;;;;x
fair_mounts_2_desc;This modifier scales with the amount of §ZFair§! mounts in the character's possession, up to a maximum of five.;;;;;;;;;;;;;x
fair_mounts_3;Fair Mounts;;;;;;;;;;;;;x
fair_mounts_3_desc;This modifier scales with the amount of §ZFair§! mounts in the character's possession, up to a maximum of five.;;;;;;;;;;;;;x
fair_mounts_4;Fair Mounts;;;;;;;;;;;;;x
fair_mounts_4_desc;This modifier scales with the amount of §ZFair§! mounts in the character's possession, up to a maximum of five.;;;;;;;;;;;;;x
fair_mounts_5;Fair Mounts;;;;;;;;;;;;;x
fair_mounts_5_desc;This modifier scales with the amount of §ZFair§! mounts in the character's possession, up to a maximum of five.;;;;;;;;;;;;;x


csm_increased_trade;Increased Trade;;;;;;;;;;;;;x
csm_increased_trade_desc;Due to a recent influx of mount traders this province is flourishing.;;;;;;;;;;;;;x

csm_craftsmen;Skilled Craftsmen;;;;;;;;;;;;;x
csm_craftsmen_desc;A group of skilled craftsmen are providing their services to the local lord.;;;;;;;;;;;;;x

csm_doctors;Skilled Doctors;;;;;;;;;;;;;x
csm_doctors_desc;The local doctors are using their skills to tend to the sick traders passing through the area.;;;;;;;;;;;;;x

csm_lend_grazing_land;Grazing Lands;;;;;;;;;;;;;x
csm_lend_grazing_land_desc;Part of the local lord's lands have been lent to the traders of the province in order to promote the growth of mounts.;;;;;;;;;;;;;x

csm_horse_races;Horse Races;;;;;;;;;;;;;x
csm_horse_races_desc;There are ongoing horse races in this province, increasing it's wealth.;;;;;;;;;;;;;x


#####Timers#####
mounted_combat_timer;Mounted Combat Timer;;;;;;;;;;;;;x
mounted_combat_timer_desc;you shouldn't see this, if you do please report it on the Crusader Mounts mod page.;;;;;;;;;;;;;x
breeding_timer;Breeding Timer;;;;;;;;;;;;;x
breeding_timer_desc;you shouldn't see this, if you do please report it on the Crusader Mounts mod page.;;;;;;;;;;;;;x
bucephalus_timer;Bucephalus Timer;;;;;;;;;;;;;x
bucephalus_timer_desc;you shouldn't see this, if you do please report it on the Crusader Mounts mod page.;;;;;;;;;;;;;x

character_flavor_timer;Character flavor timer;;;;;;;;;;;;;x
character_flavor_timer_desc;you shouldn't see this, if you do please report it on the Crusader Mounts mod page.;;;;;;;;;;;;;x

province_flavor_timer;Province flavor timer;;;;;;;;;;;;;x
province_flavor_timer_desc;you shouldn't see this, if you do please report it on the Crusader Mounts mod page.;;;;;;;;;;;;;x

ai_mount_decision_timer;AI mount decision timer;;;;;;;;;;;;;x
ai_mount_decision_timer_desc;you shouldn't see this, if you do please report it on the Crusader Mounts mod page.;;;;;;;;;;;;;x
ai_mount_equipment_decision_timer;AI mount equipment decision timer;;;;;;;;;;;;;x
ai_mount_equipment_decision_timer_desc;you shouldn't see this, if you do please report it on the Crusader Mounts mod page.;;;;;;;;;;;;;x

#####Mount Counters#####

#Vanilla
ireland_mount_counter;Irish Mount Heartlands;;;;;;;;;;;;;x
ireland_mount_counter_desc;[Root.available_mounts.GetName]: §Y[Root.available_mounts.GetValue]§!\nDue to it's location or size, this province has become the hub of mount related transactions.\n\nIn order to interact with this province, the distance from your §YCapital§! or any of your §YRealm§! provinces that is §YDejure§! part of your §YPrimary Title§! to this province must be less than:\n     §YAll Characters:§! 350\n\nUnique items available here:\n     §GHobby§!;;;;;;;;;;;;;x

france_mount_counter;Frankish Mount Heartlands;;;;;;;;;;;;;x
france_mount_counter_desc;[Root.available_mounts.GetName]: §Y[Root.available_mounts.GetValue]§!\nDue to it's location or size, this province has become the hub of mount related transactions.\n\nIn order to interact with this province, the distance from your §YCapital§! or any of your §YRealm§! provinces that is §YDejure§! part of your §YPrimary Title§! to this province must be less than:\n     §YAll Characters:§! 250\n\nUnique items available here:\n     §ZFrankish Horse Armor§Z\n     §GFrankish Charger§!;;;;;;;;;;;;;x

germany_mount_counter;German Mount Heartlands;;;;;;;;;;;;;x
germany_mount_counter_desc;[Root.available_mounts.GetName]: §Y[Root.available_mounts.GetValue]§!\nDue to it's location or size, this province has become the hub of mount related transactions.\n\nIn order to interact with this province, the distance from your §YCapital§! or any of your §YRealm§! provinces that is §YDejure§! part of your §YPrimary Title§! to this province must be less than:\n     §YAll Characters:§! 250;;;;;;;;;;;;;x

slavic_mount_counter;Slavic Mount Heartlands;;;;;;;;;;;;;x
slavic_mount_counter_desc;[Root.available_mounts.GetName]: §Y[Root.available_mounts.GetValue]§!\nDue to it's location or size, this province has become the hub of mount related transactions.\n\nIn order to interact with this province, the distance from your §YCapital§! or any of your §YRealm§! provinces that is §YDejure§! part of your §YPrimary Title§! to this province must be less than:\n     §GEast or West Slavic Characters:§! 400\n     §YOther Characters:§! 200;;;;;;;;;;;;;x

italy_mount_counter;Italian Mount Heartlands;;;;;;;;;;;;;x
italy_mount_counter_desc;[Root.available_mounts.GetName]: §Y[Root.available_mounts.GetValue]§!\nDue to it's location or size, this province has become the hub of mount related transactions.\n\nIn order to interact with this province, the distance from your §YCapital§! or any of your §YRealm§! provinces that is §YDejure§! part of your §YPrimary Title§! to this province must be less than:\n     §GCapital in Europe:§! 250\n     §YOther Characters:§! 200;;;;;;;;;;;;;x

spain_mount_counter;Spanish Mount Heartlands;;;;;;;;;;;;;x
spain_mount_counter_desc;[Root.available_mounts.GetName]: §Y[Root.available_mounts.GetValue]§!\nDue to it's location or size, this province has become the hub of mount related transactions.\n\nIn order to interact with this province, the distance from your §YCapital§! or any of your §YRealm§! provinces that is §YDejure§! part of your §YPrimary Title§! to this province must be less than:\n     §GChristian or Iberian Characters:§! 350\n     §YOther Characters:§! 250\n\nUnique items available here:\n     §GJennet§!\n     §GGalician Mountain Horse§!;;;;;;;;;;;;;x

andalus_mount_counter;Andalusian Mount Heartlands;;;;;;;;;;;;;x
andalus_mount_counter_desc;[Root.available_mounts.GetName]: §Y[Root.available_mounts.GetValue]§!\nDue to it's location or size, this province has become the hub of mount related transactions.\n\nIn order to interact with this province, the distance from your §YCapital§! or any of your §YRealm§! provinces that is §YDejure§! part of your §YPrimary Title§! to this province must be less than:\n     §GMuslim or Arabic Characters:§! 350\n     §YOther Characters:§! 250\n\nUnique items available here:\n     §GMoorish Courser§!;;;;;;;;;;;;;x

steppes_mount_counter;Steppes Mount Heartlands;;;;;;;;;;;;;x
steppes_mount_counter_desc;[Root.available_mounts.GetName]: §Y[Root.available_mounts.GetValue]§!\nDue to it's location or size, this province has become the hub of mount related transactions.\n\nIn order to interact with this province, the distance from your §YCapital§! or any of your §YRealm§! provinces that is §YDejure§! part of your §YPrimary Title§! to this province must be less than:\n     §GNomadic Characters:§! 1000\n     §YOther Characters:§! 700\n\nUnique items available here:\n     §GSteppe Courser§!\n     §GJurchen Steppe Horse§!;;;;;;;;;;;;;x

arabia_mount_counter;Arabian Mount Heartlands;;;;;;;;;;;;;x
arabia_mount_counter_desc;[Root.available_mounts.GetName]: §Y[Root.available_mounts.GetValue]§!\nDue to it's location or size, this province has become the hub of mount related transactions.\n\nIn order to interact with this province, the distance from your §YCapital§! or any of your §YRealm§! provinces that is §YDejure§! part of your §YPrimary Title§! to this province must be less than:\n     §GMuslim or Arabic Characters:§! 700\n     §YOther Characters:§! 500\n\nUnique items available here:\n     §GArabian Courser§!\n     §GArabian Charger§!\n     §GArabian Camel§!;;;;;;;;;;;;;x

greece_mount_counter;Greek Mount Heartlands;;;;;;;;;;;;;x
greece_mount_counter_desc;[Root.available_mounts.GetName]: §Y[Root.available_mounts.GetValue]§!\nDue to it's location or size, this province has become the hub of mount related transactions.\n\nIn order to interact with this province, the distance from your §YCapital§! or any of your §YRealm§! provinces that is §YDejure§! part of your §YPrimary Title§! to this province must be less than:\n     §GByzantine Characters:§! 500\n     §YOther Characters:§! 250\n\nUnique items available here:\n     §ZGreek Cataphract Armor§Z;;;;;;;;;;;;;x

bactria_mount_counter;Bactrian Mount Heartlands;;;;;;;;;;;;;x
bactria_mount_counter_desc;[Root.available_mounts.GetName]: §Y[Root.available_mounts.GetValue]§!\nDue to it's location or size, this province has become the hub of mount related transactions.\n\nIn order to interact with this province, the distance from your §YCapital§! or any of your §YRealm§! provinces that is §YDejure§! part of your §YPrimary Title§! to this province must be less than:\n     §YAll Characters:§! 400\n\nUnique items available here:\n     §GNisean Horse§!\n     §GBactrian Camel§!;;;;;;;;;;;;;x

india_mount_counter;Indian Mount Heartlands;;;;;;;;;;;;;x
india_mount_counter_desc;[Root.available_mounts.GetName]: §Y[Root.available_mounts.GetValue]§!\nDue to it's location or size, this province has become the hub of mount related transactions.\n\nIn order to interact with this province, the distance from your §YCapital§! or any of your §YRealm§! provinces that is §YDejure§! part of your §YPrimary Title§! to this province must be less than:\n     §GIndian Characters:§! 500\n     §YOther Characters:§! 300\n\nUnique items available here:\n     §GIndian Elephant§!\n     §GIndian Tiger§!;;;;;;;;;;;;;x

africa_mount_counter;African Mount Heartlands;;;;;;;;;;;;;x
africa_mount_counter_desc;[Root.available_mounts.GetName]: §Y[Root.available_mounts.GetValue]§!\nDue to it's location or size, this province has become the hub of mount related transactions.\n\nIn order to interact with this province, the distance from your §YCapital§! or any of your §YRealm§! provinces that is §YDejure§! part of your §YPrimary Title§! to this province must be less than:\n     §GAfrican Characters:§! 800\n     §YOther Characters:§! 500\n\nUnique items available here:\n     §GAfrican Elephant§!;;;;;;;;;;;;;x

tibet_mount_counter;Tibetan Mount Heartlands;;;;;;;;;;;;;x
tibet_mount_counter_desc;[Root.available_mounts.GetName]: §Y[Root.available_mounts.GetValue]§!\nDue to it's location or size, this province has become the hub of mount related transactions.\n\nIn order to interact with this province, the distance from your §YCapital§! or any of your §YRealm§! provinces that is §YDejure§! part of your §YPrimary Title§! to this province must be less than:\n     §GTibetan Characters:§! 500\n     §YOther Characters:§! 300\n\nUnique items available here:\n     §GTibetan Yak§!;;;;;;;;;;;;;x

scandinavia_mount_counter;Scandinavian Mount Heartlands;;;;;;;;;;;;;x
scandinavia_mount_counter_desc;[Root.available_mounts.GetName]: §Y[Root.available_mounts.GetValue]§!\nDue to it's location or size, this province has become the hub of mount related transactions.\n\nIn order to interact with this province, the distance from your §YCapital§! or any of your §YRealm§! provinces that is §YDejure§! part of your §YPrimary Title§! to this province must be less than:\n     §GGermanic Religion or North Germanic Characters:§! 500\n     §YOther Characters:§! 300\n\nUnique items available here:\n     §GScandinavian Wolf§!;;;;;;;;;;;;;x

russia_mount_counter;Russian Mount Heartlands;;;;;;;;;;;;;x
russia_mount_counter_desc;[Root.available_mounts.GetName]: §Y[Root.available_mounts.GetValue]§!\nDue to it's location or size, this province has become the hub of mount related transactions.\n\nIn order to interact with this province, the distance from your §YCapital§! or any of your §YRealm§! provinces that is §YDejure§! part of your §YPrimary Title§! to this province must be less than:\n     §GEast or West Slavic Characters:§! 400\n     §YOther Characters:§! 200\n\nUnique items available here:\n     §GRussian Bear§!;;;;;;;;;;;;;x

sami_mount_counter;Samian Mount Heartlands;;;;;;;;;;;;;x
